timestamp,active_players,queue_size,login_rate,chat_rate,cpu_load
2024-01-01 04:38:30,157,39,5,118,28.74
2024-01-01 04:39:00,169,51,8,138,28.78
2024-01-01 04:39:30,163,47,9,149,31.52
2024-01-01 04:40:00,179,49,5,164,27.75
2024-01-01 04:40:30,174,53,8,162,26.61
2024-01-01 04:41:00,175,54,8,124,29.89
2024-01-01 04:41:30,178,60,8,167,28.39
2024-01-01 04:42:00,167,49,8,140,32.92
2024-01-01 04:42:30,162,36,7,120,31.51
2024-01-01 04:43:00,169,50,6,141,26.5
2024-01-01 04:43:30,162,44,12,132,31.63
2024-01-01 04:44:00,173,52,6,146,26.95
2024-01-01 04:44:30,171,52,9,131,27.55
2024-01-01 04:45:00,200,60,9,170,31.79
2024-01-01 04:45:30,166,45,9,176,27.29
2024-01-01 04:46:00,173,52,5,110,27.21
2024-01-01 04:46:30,161,46,5,143,29.68
2024-01-01 04:47:00,164,50,5,122,28.15
2024-01-01 04:47:30,177,51,6,110,28.45
2024-01-01 04:48:00,178,59,8,144,24.94
2024-01-01 04:48:30,166,51,10,116,30.36
2024-01-01 04:49:00,173,53,7,168,24.87
2024-01-01 04:49:30,176,44,9,141,27.9
2024-01-01 04:50:00,158,41,10,84,29.21
2024-01-01 04:50:30,171,51,7,144,28.25
2024-01-01 04:51:00,173,46,8,155,30.77
2024-01-01 04:51:30,184,48,8,151,31.93
2024-01-01 04:52:00,179,50,8,155,29.54
2024-01-01 04:52:30,165,42,7,134,24.15
2024-01-01 04:53:00,162,53,5,116,27.77
2024-01-01 04:53:30,155,41,2,118,25.62
2024-01-01 04:54:00,153,47,8,151,27.33
2024-01-01 04:54:30,171,45,8,122,29.61
2024-01-01 04:55:00,180,44,8,169,34.4
2024-01-01 04:55:30,161,45,8,138,27.85
2024-01-01 04:56:00,177,60,8,94,28.31
2024-01-01 04:56:30,162,47,6,112,27.84
2024-01-01 04:57:00,171,50,11,172,27.73
2024-01-01 04:57:30,171,43,11,126,29.34
2024-01-01 04:58:00,169,43,10,169,33.62
2024-01-01 04:58:30,180,49,10,124,26.66
2024-01-01 04:59:00,192,53,11,141,29.11
2024-01-01 04:59:30,162,50,7,126,28.5
2024-01-01 05:00:00,163,59,9,121,24.43
2024-01-01 05:00:30,189,56,11,131,28.09
2024-01-01 05:01:00,180,54,6,152,29.55
2024-01-01 05:01:30,165,46,7,127,28.95
2024-01-01 05:02:00,175,47,6,162,30.24
2024-01-01 05:02:30,179,48,8,150,28.75
2024-01-01 05:03:00,173,54,8,130,27.41
2024-01-01 05:03:30,162,39,9,137,20.94
2024-01-01 05:04:00,182,46,9,136,30.6
2024-01-01 05:04:30,178,53,9,146,29.22
2024-01-01 05:05:00,170,53,8,144,31.49
2024-01-01 05:05:30,182,49,9,142,28.82
2024-01-01 05:06:00,194,57,9,174,27.55
2024-01-01 05:06:30,185,55,7,142,27.3
2024-01-01 05:07:00,171,39,10,152,26.76
2024-01-01 05:07:30,174,55,10,104,30.89
2024-01-01 05:08:00,179,47,11,148,28.21
2024-01-01 05:08:30,183,59,12,171,29.7
2024-01-01 05:09:00,171,55,5,120,28.17
2024-01-01 05:09:30,171,57,10,118,29.44
2024-01-01 05:10:00,173,49,13,133,30.09
2024-01-01 05:10:30,182,55,8,167,35.43
2024-01-01 05:11:00,169,54,9,136,34.11
2024-01-01 05:11:30,168,55,7,104,27.83
2024-01-01 05:12:00,200,68,9,145,27.87
2024-01-01 05:12:30,182,50,7,159,32.48
2024-01-01 05:13:00,171,47,10,102,27.41
2024-01-01 05:13:30,183,54,7,184,28.96
2024-01-01 05:14:00,189,56,12,143,31.42
2024-01-01 05:14:30,192,55,12,157,26.19
2024-01-01 05:15:00,172,53,7,155,24.7
2024-01-01 05:15:30,172,46,7,150,31.41
2024-01-01 05:16:00,190,51,4,145,30.16
2024-01-01 05:16:30,188,54,9,167,33.21
2024-01-01 05:17:00,183,58,6,164,28.01
2024-01-01 05:17:30,181,59,8,130,32.2
2024-01-01 05:18:00,193,61,10,146,25.67
2024-01-01 05:18:30,178,56,10,163,28.86
2024-01-01 05:19:00,178,59,6,150,29.29
2024-01-01 05:19:30,193,47,9,154,25.78
2024-01-01 05:20:00,168,38,8,138,28.79
2024-01-01 05:20:30,171,54,6,154,26.67
2024-01-01 05:21:00,180,45,9,144,25.03
2024-01-01 05:21:30,168,50,10,134,31.36
2024-01-01 05:22:00,180,56,9,73,31.74
2024-01-01 05:22:30,182,60,7,162,29.39
2024-01-01 05:23:00,165,52,7,153,27.32
2024-01-01 05:23:30,182,52,10,173,29.03
2024-01-01 05:24:00,165,57,10,162,30.21
2024-01-01 05:24:30,166,51,8,148,32.77
2024-01-01 05:25:00,192,61,7,130,27.18
2024-01-01 05:25:30,175,47,12,147,26.49
2024-01-01 05:26:00,173,56,9,142,32.89
2024-01-01 05:26:30,188,54,7,110,31.02
2024-01-01 05:27:00,187,56,8,162,28.34
2024-01-01 05:27:30,173,49,7,128,28.06
2024-01-01 05:28:00,188,49,8,101,30.24
2024-01-01 05:28:30,182,53,8,126,29.14
2024-01-01 05:29:00,171,45,7,122,28.8
2024-01-01 05:29:30,178,50,10,140,31.07
2024-01-01 05:30:00,191,50,11,144,27.2
2024-01-01 05:30:30,182,57,10,169,30.2
2024-01-01 05:31:00,177,59,11,173,26.63
2024-01-01 05:31:30,170,55,9,121,27.5
2024-01-01 05:32:00,181,61,10,146,28.19
2024-01-01 05:32:30,152,44,6,144,30.52
2024-01-01 05:33:00,172,49,7,147,27.59
2024-01-01 05:33:30,198,52,9,163,30.8
2024-01-01 05:34:00,177,51,3,121,28.46
2024-01-01 05:34:30,174,54,8,142,29.73
2024-01-01 05:35:00,169,51,8,127,34.08
2024-01-01 05:35:30,177,48,7,118,26.53
2024-01-01 05:36:00,158,48,6,141,26.42
2024-01-01 05:36:30,178,52,7,133,29.45
2024-01-01 05:37:00,176,56,8,123,27.9
2024-01-01 05:37:30,188,52,11,132,28.19
2024-01-01 05:38:00,171,51,10,127,30.75
2024-01-01 05:38:30,163,52,8,138,30.51
2024-01-01 05:39:00,169,48,7,96,31.45
2024-01-01 05:39:30,182,66,5,163,29.96
2024-01-01 05:40:00,173,45,7,165,30.86
2024-01-01 05:40:30,177,54,14,142,31.32
2024-01-01 05:41:00,172,57,9,147,30.68
2024-01-01 05:41:30,164,52,11,114,27.33
2024-01-01 05:42:00,180,47,8,152,30.58
2024-01-01 05:42:30,187,55,9,182,25.69
2024-01-01 05:43:00,165,42,7,151,30.65
2024-01-01 05:43:30,180,53,11,108,32.81
2024-01-01 05:44:00,180,51,7,149,25.59
2024-01-01 05:44:30,180,51,8,120,30.41
2024-01-01 05:45:00,164,48,10,166,28.21
2024-01-01 05:45:30,180,55,10,116,30.23
2024-01-01 05:46:00,180,63,5,148,26.96
2024-01-01 05:46:30,182,62,6,174,29.93
2024-01-01 05:47:00,182,55,7,160,30.9
2024-01-01 05:47:30,166,53,10,142,28.52
2024-01-01 05:48:00,172,46,7,145,28.04
2024-01-01 05:48:30,186,49,8,145,28.11
2024-01-01 05:49:00,156,51,6,130,30.3
2024-01-01 05:49:30,180,54,9,121,29.04
2024-01-01 05:50:00,192,53,8,160,31.54
2024-01-01 05:50:30,186,58,8,140,27.36
2024-01-01 05:51:00,192,52,7,147,29.3
2024-01-01 05:51:30,177,59,7,125,24.7
2024-01-01 05:52:00,189,67,11,152,32.94
2024-01-01 05:52:30,188,53,11,166,30.09
2024-01-01 05:53:00,164,49,7,116,24.24
2024-01-01 05:53:30,168,54,9,145,32.31
2024-01-01 05:54:00,181,45,10,143,29.78
2024-01-01 05:54:30,186,47,11,181,33.19
2024-01-01 05:55:00,185,50,9,105,27.71
2024-01-01 05:55:30,170,65,11,135,30.99
2024-01-01 05:56:00,174,61,5,135,30.9
2024-01-01 05:56:30,166,50,7,167,30.68
2024-01-01 05:57:00,167,41,7,145,29.77
2024-01-01 05:57:30,191,62,9,144,24.92
2024-01-01 05:58:00,187,53,10,159,29.71
2024-01-01 05:58:30,163,54,10,112,33.68
2024-01-01 05:59:00,184,70,9,133,26.43
2024-01-01 05:59:30,166,48,9,83,33.49
2024-01-01 06:00:00,155,45,5,88,29.29
2024-01-01 06:00:30,189,62,10,121,30.13
2024-01-01 06:01:00,181,58,6,136,32.06
2024-01-01 06:01:30,164,50,10,147,34.4
2024-01-01 06:02:00,171,49,8,111,30.12
2024-01-01 06:02:30,182,56,7,109,33.95
2024-01-01 06:03:00,177,48,10,159,26.65
2024-01-01 06:03:30,175,48,7,144,26.17
2024-01-01 06:04:00,177,50,10,134,32.22
2024-01-01 06:04:30,175,58,6,140,30.04
2024-01-01 06:05:00,185,55,10,144,30.68
2024-01-01 06:05:30,189,57,9,154,28.56
2024-01-01 06:06:00,177,55,10,171,25.44
2024-01-01 06:06:30,182,47,8,112,27.98
2024-01-01 06:07:00,187,62,6,143,25.51
2024-01-01 06:07:30,188,45,4,184,30.18
2024-01-01 06:08:00,177,38,7,151,32.04
2024-01-01 06:08:30,179,59,8,150,26.02
2024-01-01 06:09:00,178,59,9,142,30.98
2024-01-01 06:09:30,181,64,11,124,26.13
2024-01-01 06:10:00,175,55,9,149,24.2
2024-01-01 06:10:30,190,61,12,108,33.04
2024-01-01 06:11:00,191,63,11,150,31.98
2024-01-01 06:11:30,187,58,5,136,24.44
2024-01-01 06:12:00,192,53,9,127,30.28
2024-01-01 06:12:30,165,46,8,126,30.03
2024-01-01 06:13:00,186,57,8,144,32.87
2024-01-01 06:13:30,180,49,8,151,27.62
2024-01-01 06:14:00,180,51,10,160,31.42
2024-01-01 06:14:30,188,60,11,146,29.9
2024-01-01 06:15:00,169,46,8,132,29.5
2024-01-01 06:15:30,164,43,6,126,32.52
2024-01-01 06:16:00,174,54,11,140,28.46
2024-01-01 06:16:30,181,53,5,120,26.75
2024-01-01 06:17:00,181,51,3,122,29.74
2024-01-01 06:17:30,186,51,12,178,29.9
2024-01-01 06:18:00,206,56,10,178,24.72
2024-01-01 06:18:30,185,59,8,125,30.35
2024-01-01 06:19:00,183,54,7,175,30.8
2024-01-01 06:19:30,193,58,9,161,31.19
2024-01-01 06:20:00,184,54,7,162,28.54
2024-01-01 06:20:30,156,45,9,140,30.28
2024-01-01 06:21:00,173,51,7,158,31.34
2024-01-01 06:21:30,169,51,9,113,29.34
2024-01-01 06:22:00,185,57,9,163,31.46
2024-01-01 06:22:30,183,54,11,174,30.03
2024-01-01 06:23:00,182,58,6,116,30.34
2024-01-01 06:23:30,182,57,11,142,30.62
2024-01-01 06:24:00,174,61,11,128,33.83
2024-01-01 06:24:30,174,53,7,116,31.73
2024-01-01 06:25:00,176,58,9,136,28.64
2024-01-01 06:25:30,174,52,9,171,28.16
2024-01-01 06:26:00,182,55,6,155,28.74
2024-01-01 06:26:30,205,52,7,138,28.03
2024-01-01 06:27:00,174,51,9,110,31.24
2024-01-01 06:27:30,190,58,10,171,29.96
2024-01-01 06:28:00,161,54,7,122,34.33
2024-01-01 06:28:30,199,63,9,139,35.26
2024-01-01 06:29:00,187,49,9,168,29.8
2024-01-01 06:29:30,186,50,6,176,31.94
2024-01-01 06:30:00,169,53,10,117,28.14
2024-01-01 06:30:30,197,53,11,212,24.11
2024-01-01 06:31:00,170,45,11,131,28.85
2024-01-01 06:31:30,173,57,7,131,26.12
2024-01-01 06:32:00,180,56,8,161,30.22
2024-01-01 06:32:30,186,64,9,145,31.62
2024-01-01 06:33:00,188,56,9,161,30.22
2024-01-01 06:33:30,167,48,8,143,29.33
2024-01-01 06:34:00,164,60,9,121,26.11
2024-01-01 06:34:30,188,52,9,184,30.24
2024-01-01 06:35:00,185,58,6,169,26.28
2024-01-01 06:35:30,186,64,11,160,29.74
2024-01-01 06:36:00,194,50,9,114,25.86
2024-01-01 06:36:30,192,62,8,94,31.31
2024-01-01 06:37:00,183,55,7,144,27.51
2024-01-01 06:37:30,183,66,9,161,29.76
2024-01-01 06:38:00,167,48,9,96,31.02
2024-01-01 06:38:30,190,59,9,148,29.11
2024-01-01 06:39:00,197,64,10,140,32.48
2024-01-01 06:39:30,179,51,11,159,31.86
2024-01-01 06:40:00,178,55,8,150,27.99
2024-01-01 06:40:30,183,54,8,153,33.51
2024-01-01 06:41:00,171,47,12,150,28.47
2024-01-01 06:41:30,178,45,5,155,30.21
2024-01-01 06:42:00,169,54,8,154,29.0
2024-01-01 06:42:30,183,56,7,133,30.14
2024-01-01 06:43:00,174,50,9,133,28.94
2024-01-01 06:43:30,178,54,6,122,27.23
2024-01-01 06:44:00,176,51,8,115,29.31
2024-01-01 06:44:30,165,55,9,143,29.27
2024-01-01 06:45:00,168,50,7,132,28.61
2024-01-01 06:45:30,166,51,9,151,30.63
2024-01-01 06:46:00,190,61,11,197,33.4
2024-01-01 06:46:30,171,55,7,164,32.98
2024-01-01 06:47:00,198,62,4,148,27.01
2024-01-01 06:47:30,172,54,8,157,32.07
2024-01-01 06:48:00,180,52,11,154,26.83
2024-01-01 06:48:30,184,60,9,170,32.15
2024-01-01 06:49:00,185,61,8,151,32.08
2024-01-01 06:49:30,185,48,9,162,30.92
2024-01-01 06:50:00,176,53,7,140,31.72
2024-01-01 06:50:30,195,45,11,188,30.43
2024-01-01 06:51:00,200,55,13,177,27.0
2024-01-01 06:51:30,186,61,9,172,31.17
2024-01-01 06:52:00,180,55,7,166,27.75
2024-01-01 06:52:30,180,54,10,170,34.46
2024-01-01 06:53:00,167,53,6,151,28.73
2024-01-01 06:53:30,180,63,8,139,27.02
2024-01-01 06:54:00,156,45,10,96,29.89
2024-01-01 06:54:30,178,54,6,128,21.07
2024-01-01 06:55:00,176,44,7,162,30.38
2024-01-01 06:55:30,170,50,7,111,26.76
2024-01-01 06:56:00,170,48,13,147,30.88
2024-01-01 06:56:30,201,62,10,234,26.11
2024-01-01 06:57:00,183,61,9,178,31.17
2024-01-01 06:57:30,183,64,8,188,29.88
2024-01-01 06:58:00,185,56,9,140,33.75
2024-01-01 06:58:30,171,55,10,114,30.51
2024-01-01 06:59:00,174,55,10,157,32.35
2024-01-01 06:59:30,175,51,8,127,28.34
2024-01-01 07:00:00,172,60,12,132,28.67
2024-01-01 07:00:30,169,51,4,124,32.91
2024-01-01 07:01:00,173,48,10,131,34.61
2024-01-01 07:01:30,179,56,7,168,29.84
2024-01-01 07:02:00,180,52,9,175,26.33
2024-01-01 07:02:30,171,56,6,146,32.79
2024-01-01 07:03:00,177,56,9,170,30.37
2024-01-01 07:03:30,179,52,5,110,31.22
2024-01-01 07:04:00,183,57,10,118,26.48
2024-01-01 07:04:30,180,50,9,131,30.27
2024-01-01 07:05:00,187,59,11,159,28.95
2024-01-01 07:05:30,194,59,7,196,29.7
2024-01-01 07:06:00,173,52,8,159,30.06
2024-01-01 07:06:30,176,53,9,159,34.47
2024-01-01 07:07:00,170,56,9,103,32.36
2024-01-01 07:07:30,177,50,11,142,32.74
2024-01-01 07:08:00,195,67,9,138,32.97
2024-01-01 07:08:30,201,65,9,131,24.18
2024-01-01 07:09:00,185,52,10,170,27.87
2024-01-01 07:09:30,160,49,5,106,30.17
2024-01-01 07:10:00,172,57,8,151,27.95
2024-01-01 07:10:30,178,52,10,130,26.81
2024-01-01 07:11:00,171,48,8,136,31.69
2024-01-01 07:11:30,153,43,5,143,30.14
2024-01-01 07:12:00,174,59,8,123,29.35
2024-01-01 07:12:30,189,50,5,150,26.38
2024-01-01 07:13:00,187,62,12,146,25.92
2024-01-01 07:13:30,191,60,7,157,29.46
2024-01-01 07:14:00,178,48,8,139,28.81
2024-01-01 07:14:30,187,54,8,158,30.08
2024-01-01 07:15:00,160,52,7,122,30.81
2024-01-01 07:15:30,189,55,6,118,32.98
2024-01-01 07:16:00,188,55,9,134,29.6
2024-01-01 07:16:30,171,45,8,129,28.56
2024-01-01 07:17:00,171,54,11,114,28.66
2024-01-01 07:17:30,179,51,5,172,30.28
2024-01-01 07:18:00,163,47,6,123,33.32
2024-01-01 07:18:30,159,40,9,108,33.79
2024-01-01 07:19:00,178,54,10,118,31.73
2024-01-01 07:19:30,162,52,11,142,27.68
2024-01-01 07:20:00,212,65,10,158,28.2
2024-01-01 07:20:30,183,63,10,149,26.6
2024-01-01 07:21:00,171,57,9,124,27.01
2024-01-01 07:21:30,190,55,11,177,27.08
2024-01-01 07:22:00,180,49,5,125,28.62
2024-01-01 07:22:30,180,58,7,150,35.86
2024-01-01 07:23:00,182,65,5,157,36.37
2024-01-01 07:23:30,171,48,9,138,33.82
2024-01-01 07:24:00,172,57,7,134,31.0
2024-01-01 07:24:30,196,59,7,146,28.18
2024-01-01 07:25:00,165,44,8,98,28.03
2024-01-01 07:25:30,192,58,7,138,28.52
2024-01-01 07:26:00,185,58,9,152,34.59
2024-01-01 07:26:30,197,57,11,138,26.2
2024-01-01 07:27:00,187,52,8,165,29.49
2024-01-01 07:27:30,184,60,7,139,26.03
2024-01-01 07:28:00,172,47,8,120,30.11
2024-01-01 07:28:30,173,50,12,147,27.17
2024-01-01 07:29:00,179,54,10,127,27.2
2024-01-01 07:29:30,180,59,8,160,31.77
2024-01-01 07:30:00,169,53,10,145,33.27
2024-01-01 07:30:30,191,44,13,123,31.64
2024-01-01 07:31:00,181,62,6,146,26.39
2024-01-01 07:31:30,162,53,8,129,34.71
2024-01-01 07:32:00,192,56,11,165,30.03
2024-01-01 07:32:30,178,48,11,151,33.48
2024-01-01 07:33:00,194,63,10,138,32.34
2024-01-01 07:33:30,164,43,8,133,29.65
2024-01-01 07:34:00,160,40,7,160,30.53
2024-01-01 07:34:30,171,58,11,132,36.67
2024-01-01 07:35:00,184,58,11,139,24.55
2024-01-01 07:35:30,202,66,10,137,31.89
2024-01-01 07:36:00,182,59,10,105,28.3
2024-01-01 07:36:30,170,46,6,121,31.07
2024-01-01 07:37:00,177,56,10,120,33.71
2024-01-01 07:37:30,177,50,8,146,32.36
2024-01-01 07:38:00,177,55,13,112,29.25
2024-01-01 07:38:30,172,55,9,151,31.93
2024-01-01 07:39:00,173,49,7,176,31.16
2024-01-01 07:39:30,182,51,11,124,30.02
2024-01-01 07:40:00,182,53,6,163,29.71
2024-01-01 07:40:30,164,57,5,130,32.69
2024-01-01 07:41:00,180,59,6,144,31.07
2024-01-01 07:41:30,191,57,7,155,27.85
2024-01-01 07:42:00,167,51,6,123,31.06
2024-01-01 07:42:30,160,56,8,112,31.44
2024-01-01 07:43:00,172,55,6,157,32.5
2024-01-01 07:43:30,177,53,11,144,30.02
2024-01-01 07:44:00,184,51,12,145,28.64
2024-01-01 07:44:30,171,50,7,126,33.13
2024-01-01 07:45:00,163,39,5,133,30.95
2024-01-01 07:45:30,176,59,8,92,33.93
2024-01-01 07:46:00,193,47,8,158,25.77
2024-01-01 07:46:30,167,45,11,83,29.74
2024-01-01 07:47:00,177,50,7,116,31.9
2024-01-01 07:47:30,169,48,8,142,29.6
2024-01-01 07:48:00,212,63,10,170,27.66
2024-01-01 07:48:30,189,58,7,138,31.93
2024-01-01 07:49:00,163,44,8,123,27.48
2024-01-01 07:49:30,182,60,13,126,31.85
2024-01-01 07:50:00,164,53,10,129,30.99
2024-01-01 07:50:30,175,50,10,154,26.96
2024-01-01 07:51:00,171,46,11,161,25.0
2024-01-01 07:51:30,170,46,10,143,29.13
2024-01-01 07:52:00,179,49,8,161,25.71
2024-01-01 07:52:30,177,50,10,161,27.34
2024-01-01 07:53:00,163,45,13,106,28.01
2024-01-01 07:53:30,157,41,6,114,31.19
2024-01-01 07:54:00,171,49,8,157,29.11
2024-01-01 07:54:30,177,54,7,188,24.65
2024-01-01 07:55:00,175,45,7,165,27.26
2024-01-01 07:55:30,185,57,10,151,33.21
2024-01-01 07:56:00,180,59,10,139,28.92
2024-01-01 07:56:30,180,51,11,118,24.39
2024-01-01 07:57:00,183,54,12,159,29.86
2024-01-01 07:57:30,168,48,5,120,29.33
2024-01-01 07:58:00,173,48,9,168,34.27
2024-01-01 07:58:30,167,48,8,172,32.64
2024-01-01 07:59:00,186,55,8,138,27.61
2024-01-01 07:59:30,170,52,8,94,29.59
2024-01-01 08:00:00,171,46,6,160,30.59
2024-01-01 08:00:30,176,64,10,142,30.41
2024-01-01 08:01:00,165,42,9,156,31.38
2024-01-01 08:01:30,168,50,7,112,27.99
2024-01-01 08:02:00,157,42,6,149,31.61
2024-01-01 08:02:30,166,54,8,154,30.54
2024-01-01 08:03:00,177,51,12,141,25.66
2024-01-01 08:03:30,146,36,7,117,28.22
2024-01-01 08:04:00,162,50,10,138,25.16
2024-01-01 08:04:30,161,38,8,114,32.15
2024-01-01 08:05:00,162,53,7,120,31.35
2024-01-01 08:05:30,163,46,10,117,31.86
2024-01-01 08:06:00,165,52,9,134,31.87
2024-01-01 08:06:30,166,53,9,152,29.29
2024-01-01 08:07:00,171,54,10,112,27.37
2024-01-01 08:07:30,171,38,6,127,28.5
2024-01-01 08:08:00,155,42,7,92,29.48
2024-01-01 08:08:30,194,59,10,154,28.17
2024-01-01 08:09:00,159,56,10,106,33.46
2024-01-01 08:09:30,153,52,5,115,29.32
2024-01-01 08:10:00,158,55,7,108,30.19
2024-01-01 08:10:30,152,43,4,110,29.94
2024-01-01 08:11:00,165,46,8,134,28.27
2024-01-01 08:11:30,149,42,8,147,28.12
2024-01-01 08:12:00,186,59,7,153,23.82
2024-01-01 08:12:30,166,42,9,152,28.18
2024-01-01 08:13:00,167,53,7,124,26.81
2024-01-01 08:13:30,158,46,8,107,25.65
2024-01-01 08:14:00,166,51,7,141,24.9
2024-01-01 08:14:30,154,48,8,135,28.73
2024-01-01 08:15:00,170,51,9,152,27.51
2024-01-01 08:15:30,161,51,9,104,29.29
2024-01-01 08:16:00,167,57,4,131,28.34
2024-01-01 08:16:30,167,52,6,139,25.75
2024-01-01 08:17:00,178,50,6,149,28.93
2024-01-01 08:17:30,171,43,6,91,26.01
2024-01-01 08:18:00,175,52,7,181,25.93
2024-01-01 08:18:30,161,46,5,99,28.89
2024-01-01 08:19:00,159,47,6,146,25.39
2024-01-01 08:19:30,165,49,8,129,25.01
2024-01-01 08:20:00,185,44,8,94,23.7
2024-01-01 08:20:30,163,49,7,117,27.13
2024-01-01 08:21:00,177,60,7,150,26.82
2024-01-01 08:21:30,153,37,9,118,25.31
2024-01-01 08:22:00,168,54,9,134,29.65
2024-01-01 08:22:30,173,54,5,170,28.51
2024-01-01 08:23:00,164,47,7,124,28.85
2024-01-01 08:23:30,179,45,8,157,22.87
2024-01-01 08:24:00,189,63,9,130,27.63
2024-01-01 08:24:30,170,44,8,129,24.36
2024-01-01 08:25:00,158,52,6,131,30.38
2024-01-01 08:25:30,142,36,3,97,30.31
2024-01-01 08:26:00,182,60,5,139,27.47
2024-01-01 08:26:30,177,46,12,146,27.4
2024-01-01 08:27:00,169,57,10,132,29.55
2024-01-01 08:27:30,166,55,11,97,27.49
2024-01-01 08:28:00,174,61,6,149,24.21
2024-01-01 08:28:30,174,51,7,198,28.53
2024-01-01 08:29:00,151,47,7,137,31.82
2024-01-01 08:29:30,175,55,7,153,27.65
2024-01-01 08:30:00,201,59,11,165,33.03
2024-01-01 08:30:30,147,47,5,114,26.78
2024-01-01 08:31:00,160,55,6,130,27.45
2024-01-01 08:31:30,168,55,7,137,22.79
2024-01-01 08:32:00,154,38,6,104,29.18
2024-01-01 08:32:30,179,44,13,184,27.55
2024-01-01 08:33:00,162,55,7,154,30.92
2024-01-01 08:33:30,169,43,10,83,28.73
2024-01-01 08:34:00,168,56,8,113,34.41
2024-01-01 08:34:30,154,50,8,138,27.33
2024-01-01 08:35:00,164,45,11,126,28.85
2024-01-01 08:35:30,158,41,6,133,22.42
2024-01-01 08:36:00,165,46,14,119,35.11
2024-01-01 08:36:30,166,39,9,127,32.2
2024-01-01 08:37:00,155,40,8,144,30.07
2024-01-01 08:37:30,189,60,11,132,24.66
2024-01-01 08:38:00,175,61,5,149,31.09
2024-01-01 08:38:30,173,44,8,119,32.3
2024-01-01 08:39:00,169,60,8,93,26.53
2024-01-01 08:39:30,171,49,7,148,31.24
2024-01-01 08:40:00,166,55,7,144,29.75
2024-01-01 08:40:30,173,51,5,159,24.72
2024-01-01 08:41:00,160,53,8,95,25.5
2024-01-01 08:41:30,172,54,7,165,27.36
2024-01-01 08:42:00,170,50,7,113,24.58
2024-01-01 08:42:30,161,55,8,130,27.95
2024-01-01 08:43:00,169,46,9,127,25.51
2024-01-01 08:43:30,172,50,7,138,29.72
2024-01-01 08:44:00,167,53,13,130,26.25
2024-01-01 08:44:30,161,43,5,123,22.32
2024-01-01 08:45:00,158,50,8,150,26.37
2024-01-01 08:45:30,174,60,10,138,24.8
2024-01-01 08:46:00,184,56,12,152,25.72
2024-01-01 08:46:30,166,49,6,123,28.98
2024-01-01 08:47:00,158,45,8,91,23.4
2024-01-01 08:47:30,176,55,10,172,30.07
2024-01-01 08:48:00,164,46,7,131,29.76
2024-01-01 08:48:30,152,42,8,118,30.23
2024-01-01 08:49:00,177,54,7,142,30.6
2024-01-01 08:49:30,165,61,4,108,31.75
2024-01-01 08:50:00,166,50,6,171,31.07
2024-01-01 08:50:30,176,48,6,125,27.31
2024-01-01 08:51:00,172,62,8,109,27.5
2024-01-01 08:51:30,155,36,7,76,25.01
2024-01-01 08:52:00,187,61,9,167,28.15
2024-01-01 08:52:30,167,52,11,124,25.16
2024-01-01 08:53:00,187,60,11,146,27.71
2024-01-01 08:53:30,174,54,9,118,31.47
2024-01-01 08:54:00,186,56,9,141,28.04
2024-01-01 08:54:30,165,53,6,129,29.2
2024-01-01 08:55:00,181,56,10,181,26.6
2024-01-01 08:55:30,184,56,10,148,31.25
2024-01-01 08:56:00,173,60,3,156,33.38
2024-01-01 08:56:30,163,56,13,155,24.46
2024-01-01 08:57:00,172,46,6,109,28.95
2024-01-01 08:57:30,162,56,7,109,30.82
2024-01-01 08:58:00,168,43,6,168,26.08
2024-01-01 08:58:30,169,46,5,123,24.23
2024-01-01 08:59:00,160,47,7,164,29.53
2024-01-01 08:59:30,190,51,11,185,29.42
2024-01-01 09:00:00,144,36,7,126,30.78
2024-01-01 09:00:30,162,56,6,160,33.33
2024-01-01 09:01:00,166,53,7,154,29.18
2024-01-01 09:01:30,142,47,7,107,26.0
2024-01-01 09:02:00,155,47,6,153,29.42
2024-01-01 09:02:30,139,40,6,119,25.67
2024-01-01 09:03:00,152,44,8,95,31.04
2024-01-01 09:03:30,162,50,4,135,25.89
2024-01-01 09:04:00,147,45,10,125,29.66
2024-01-01 09:04:30,149,48,9,138,30.14
2024-01-01 09:05:00,159,47,7,118,30.83
2024-01-01 09:05:30,174,54,7,161,29.65
2024-01-01 09:06:00,145,49,6,103,29.87
2024-01-01 09:06:30,167,54,5,170,27.06
2024-01-01 09:07:00,163,53,8,90,31.98
2024-01-01 09:07:30,151,43,7,143,24.25
2024-01-01 09:08:00,178,48,7,154,30.92
2024-01-01 09:08:30,155,54,8,138,27.28
2024-01-01 09:09:00,158,42,8,138,26.5
2024-01-01 09:09:30,169,52,8,135,31.86
2024-01-01 09:10:00,120,44,6,89,23.59
2024-01-01 09:10:30,156,44,9,145,28.09
2024-01-01 09:11:00,163,50,9,125,32.38
2024-01-01 09:11:30,162,46,7,122,21.2
2024-01-01 09:12:00,144,39,10,109,26.61
2024-01-01 09:12:30,159,49,6,121,21.95
2024-01-01 09:13:00,161,45,8,130,25.08
2024-01-01 09:13:30,155,52,9,134,26.68
2024-01-01 09:14:00,154,50,12,135,25.84
2024-01-01 09:14:30,149,48,6,97,23.66
2024-01-01 09:15:00,169,48,8,133,26.33
2024-01-01 09:15:30,161,44,7,129,29.85
2024-01-01 09:16:00,141,38,7,123,25.81
2024-01-01 09:16:30,153,43,7,125,25.74
2024-01-01 09:17:00,147,46,10,143,29.77
